stock,country,indicator,entry_date,entry_price,exit_price,pnl_pct,max_drawdown_pct,tier,hold_days
6808.HK,HK,S01,2025-06-20,2.53999996185303,2.23000001907349,-12.204722339971335,-13.779524011379568,,5
6808.HK,HK,S01,2026-03-02,1.5900000333786,1.51999998092651,-4.402518929722697,-10.062898268668897,,5
6818.HK,HK,S01,2024-10-16,2.6800000667572,2.89000010490417,7.835822123731139,-2.2388126755056517,,5
6818.HK,HK,S01,2024-10-25,2.64000010490417,3.05999994277954,15.90908413583627,2.272725014976007,,5
6818.HK,HK,S01,2025-12-04,3.66000008583069,3.16000008583069,-13.661201865423395,-13.934425642165198,,5
6818.HK,HK,S01,2025-12-08,3.57999992370605,3.20000004768372,-10.614521902809162,-12.290497993820846,,5
6826.HK,HK,S01,2024-03-27,39.5,30.1785717010498,-23.598552655570124,-26.853527600252146,,5
6826.HK,HK,S01,2025-07-31,28.2000007629395,27.4599990844727,-2.6241193561927565,-9.929081803745794,,5
6826.HK,HK,S01,2025-08-07,29.1599998474121,26.4400005340576,-9.327844058942595,-12.894376709729283,,5
6855.HK,HK,S01,2024-05-27,18.3999996185303,29.3999996185303,59.78260993506817,-7.934777797508001,,5
6855.HK,HK,S01,2024-07-02,25.5,27.8999996185303,9.411763209922738,5.490194582471758,,5
6855.HK,HK,S01,2025-04-08,34.6500015258789,45.1500015258789,30.303028968578573,5.483398636397043,,5
6855.HK,HK,S01,2025-05-12,45.1500015258789,82.1500015258789,81.94905592371352,6.312288765898601,,5
6862.HK,HK,S01,2025-03-25,16.6000003814697,14.8000001907349,-10.843374393798873,-11.204822696436738,,5
6862.HK,HK,S01,2025-11-24,13.2399997711182,16.5100002288818,24.697889080759623,2.341392937883106,,5
6865.HK,HK,S01,2024-10-15,10.4200000762939,12.460000038147,19.577734615321337,4.414587665824761,,5
6865.HK,HK,S01,2025-03-12,12.5799999237061,8.76000022888184,-30.365657535702745,-31.875995653428618,,5
6865.HK,HK,S01,2025-08-01,10.6599998474121,11.1499996185303,4.596620807993309,-3.9399632486473553,,5
6865.HK,HK,S01,2025-08-05,10.3999996185303,11.1499996185303,7.211538726056108,0.9615421647854993,,5
6865.HK,HK,S01,2026-02-06,10.8900003433228,9.52000045776367,-12.58034749649154,-18.181822162427455,,5
6869.HK,HK,S01,2024-04-16,8.61999988555908,9.10000038146973,5.568451302589753,-5.916476051655455,,5
6869.HK,HK,S01,2024-04-30,8.26000022888184,8.72999954223633,5.690064168655773,4.600485519506477,,5
6869.HK,HK,S01,2024-05-28,8.72999954223633,7.98000001907349,-8.591060280522255,-11.912938597353666,,5
6869.HK,HK,S01,2024-08-21,7.90000009536743,9.42000007629395,19.240505855409427,-1.2658215623466917,,5
6881.HK,HK,S01,2024-10-16,6.19999980926514,7.78999996185303,25.645164540357392,8.870971091207966,,5
6881.HK,HK,S01,2024-10-31,6.96000003814697,7.6100001335144,9.339081778805362,1.0057495873235147,,5
6881.HK,HK,S01,2025-03-12,8.30000019073486,7.67000007629395,-7.590362650161957,-26.14457863165198,,5
6969.HK,HK,S01,2024-03-27,6.59999990463257,7.48999977111816,13.484846656753655,0.9090900552502416,,5
6969.HK,HK,S01,2024-04-05,6.75,8.68000030517578,28.59259711371525,-0.29629601372607584,,5
6969.HK,HK,S01,2025-01-14,12.5600004196167,9.78999996185303,-22.054143035197477,-23.32802712808505,,5
6969.HK,HK,S01,2025-06-04,22.7999992370605,20.7999992370605,-8.77193011809,-21.929825295224997,,5
6969.HK,HK,S01,2025-06-10,19.3799991607666,23.4599990844727,21.0526320969392,-8.152734737495221,,5
6969.HK,HK,S01,2025-06-20,18.1399993896484,18.9699993133545,4.57552343788799,2.535837967468748,,5
6988.HK,HK,S01,2024-03-22,0.20100000500679,0.162000000476837,-19.40298684501801,-19.40298684501801,,5
6988.HK,HK,S01,2024-10-17,0.137999996542931,0.109999999403954,-20.289853507544372,-32.608692365843545,,5
6988.HK,HK,S01,2025-03-05,0.105999998748302,0.0869999974966049,-17.924529694394412,-28.301888251270345,,5
6988.HK,HK,S01,2025-05-26,0.0860000029206276,0.0989999994635582,15.116274536558741,4.651163395125518,,5
6989.HK,HK,S01,2024-01-25,1.57000005245209,1.53999996185303,-1.9108337322794795,-8.280254196717426,,5
6989.HK,HK,S01,2024-10-16,1.33000004291534,1.27999997138977,-3.759403752797673,-6.015040626613901,,5
7226.HK,HK,S01,2024-03-26,3.0460000038147,3.42600011825562,12.475381285785351,-13.919895740792112,,5
7226.HK,HK,S01,2024-04-16,2.7960000038147,3.93400001525879,40.7010017843873,-6.223176843996226,,5
7226.HK,HK,S01,2024-05-22,3.93400001525879,2.98000001907349,-24.250126906075856,-28.978141852630053,,5
7226.HK,HK,S01,2024-05-24,3.55200004577637,2.80599999427795,-21.002253431428787,-22.8603610860075,,5
7226.HK,HK,S01,2024-10-16,4.26399993896484,4.07000017166138,-4.549713181997779,-6.848031413996653,,5
7226.HK,HK,S01,2025-02-21,6.94000005722046,7.38500022888184,6.412106167036654,-13.976948977393878,,5
7226.HK,HK,S01,2025-02-26,7.14499998092651,5.51999998092651,-22.743177107598566,-24.422671661544243,,5
7226.HK,HK,S01,2025-03-03,6.13000011444092,3.60999989509583,-41.10930134256488,-42.283849253497124,,5
7500.HK,HK,S01,2024-07-12,4.90999984741211,4.36399984359741,-11.120163356063594,-16.171073250736047,,5
7500.HK,HK,S01,2025-04-23,2.73399996757507,2.41400003433228,-11.704460023334063,-13.679593157089926,,5
7500.HK,HK,S01,2025-11-14,1.72599995136261,1.8400000333786,6.604871681832392,2.433375231555047,,5
7552.HK,HK,S01,2024-07-12,5.59000015258789,6.54500007629395,17.084076880819815,7.155628043142183,,5
7552.HK,HK,S01,2024-12-09,2.92400002479553,3.46000003814697,18.33105365274138,-0.6155993752520206,,5
7552.HK,HK,S01,2025-04-23,1.98399996757507,1.73399996757507,-12.600806657550542,-14.314512325242967,,5
7552.HK,HK,S01,2025-11-14,1.317999958992,1.50800001621246,14.415786277093002,2.8831554464768203,,5
7552.HK,HK,S01,2025-11-21,1.52999997138977,1.49800002574921,-2.0914997541792717,-11.372550852891697,,5
7552.HK,HK,S01,2025-12-08,1.37999999523163,1.46000003814697,5.797104579113581,1.0144969726452855,,5
